loss,policy_output_loss,value_output_loss
1.2122161360674126,2.0913819601369457,0.0024023442204261936
1.3022243452072144,2.2683362197875976,0.005208582701161504
1.4409146642684936,2.547684841156006,0.0032111599016934633
1.4357135820388793,2.5387159538269044,0.0017378873098641634
1.2316431999206543,2.1281954574584963,0.003893948923796415
1.3158995246887206,2.2982107067108153,0.0023180449195206163
1.21397882938385,2.094979100227356,0.0015290477871894837
0.6015011234716936,0.8699163631959395,0.0009635999714109031
0.7998559880256653,1.2662280368804932,0.0010564013989642262
0.9329634690284729,1.5312774467468262,0.0019471734901890159
0.6118606448173523,0.8897748756408691,0.0008233952149748802
0.9864303636550903,1.6382626962661744,0.0011698332196101546
0.5282745766639709,0.7212942481040955,0.0012115687620826065
0.8768193745613098,1.4176437187194824,0.0016018166486173868
0.3898966383934021,0.4430379414558411,0.0017944349721074103
0.8049473094940186,1.272876923084259,0.0016899841278791427
0.6671160936355591,0.9944746088981629,0.003973958035930991
0.32073057651519776,0.30283224940299985,0.0023357600439339876
0.7499480628967286,1.1627920150756836,0.0004413507122080773
0.4199053382873535,0.5010020804405212,0.0016783854179084302
0.34927847504615783,0.35986419916152956,0.0011007176991552113
0.6057884716987609,0.8693487358093261,0.004252833463251591
0.37981987595558164,0.4210042953491211,0.0002642611810006201
0.2518678730726242,0.16380043923854828,0.001226052480051294
0.4586832547187805,0.5732696104049683,0.005021984241902828
0.22648485422134398,0.11319232165813446,0.0005663029896095395
0.30077768087387086,0.2591471838951111,0.002865006551146507
0.36854456305503847,0.3960558390617371,0.0011644304741639643
0.2925076687335968,0.2428699725866318,0.002068306333385408
0.22223278174274846,0.10397381609991978,4.771088884138551e-05
0.26747306287288664,0.1942033886909485,0.00023188748164102436
0.2636115229129791,0.18591267347335816,0.0006281087799288798
0.2930181872844696,0.24493069529533387,0.0001867648315965198
0.36017444133758547,0.3783426570892334,0.0007801992073655129
0.3645490324497223,0.38680325746536254,0.0008117765793576836
0.2487701553106308,0.15395502030849456,0.00195995201356709
0.2991490459442139,0.2564095103740692,0.0001238383282907307
0.20520680646101633,0.06718531002600987,0.0015174881555140018
0.21508652807735815,0.08557797604944647,0.0028785208421872885
0.33612983107566835,0.33000475525856016,0.00039676060201600195
0.21890935122966768,0.09561778575181962,0.00039010750595480203
0.37230349898338316,0.4021908760070801,0.0005051077343523503
0.20943354189395905,0.07680782407522202,0.00022245804604608565
0.20536490281422934,0.0682747835914294,0.0007083392605030289
0.2875184619426727,0.23298035621643065,0.00033386733732186256
0.2279527187347412,0.11362472832202912,0.0005942142562707886
0.26483720779418946,0.1874484932422638,0.00045116114895790813
0.23343923330307007,0.12508026301860808,0.00014342256588861346
0.3401927101612091,0.33829268932342527,0.0004605135985184461
0.21301863670349122,0.08420955270528793,0.00030699912924319505
0.27450704216957095,0.2074615740776062,6.12816767534241e-05
0.2228141224384308,0.10366681486368179,0.0006043732259422541
0.20059537887573242,0.05984806641936302,0.0001478025078540668
0.20479089379310608,0.06834552705287933,0.0002520615409594029
0.1990409290790558,0.05626287236809731,0.0010507705365307629
0.2127915745973587,0.08429889559745789,0.0007580945990048348
0.2069191986322403,0.07338421404361725,0.00014822955126874148
0.19661770213623436,0.052878654656969774,0.0002777960712128148
0.2203580379486084,0.10043839573860168,0.0003091434296220541
0.20616428971290587,0.07229289650917053,0.00021924611006397755
0.19187084478991373,0.04401154319445292,9.694083876508688e-05
0.2520973390340805,0.16442874431610108,0.0003160223294980824
0.20044949650764465,0.06148570708253167,0.00022476968429559335
0.21314658343791962,0.08718257933855057,8.749093627557159e-05
0.21146625757217408,0.08405036717653275,6.756044356734492e-05
0.2349180281162262,0.12966689467430115,0.0015231726318597793
0.2260463273525238,0.11319507718086243,0.0004511555633507669
0.19907487332820892,0.05982623696327209,0.0001552126187016256
0.20183094322681427,0.06555244863033295,0.0001731701081735082
0.20658765375614166,0.07511471748352051,0.00036113593727350236
0.2836723828315735,0.22913309812545776,0.0006330593617167324
0.23704826593399048,0.13623843789100648,0.00040891225216910243
0.20554010752512483,0.07280377724340983,0.0010673923023539235
0.1927649546892215,0.048147003046977215,0.00029582985100718454
0.2569748020172119,0.1760597938299179,0.0009482453670352697
0.3042430353164673,0.2707186231017113,0.0009106521960347891
0.24094683706760406,0.14468518793582916,0.0004963641916401685
0.1996074737537475,0.06246793305590039,0.00023250144884167683
0.19728246927261353,0.058088450133800505,0.00013240970874903724
0.312451171875,0.28731420397758484,0.0013987504394026473
0.2290000057220459,0.12183671236038209,0.00020641067530959844
0.26109599113464355,0.18593232750892638,0.00042700376245193185
0.2376612025499344,0.13956818103790283,0.00014616486500017344
0.247026264667511,0.1556034779548645,0.003038044534623623
0.7898692470608335,1.2372015823017468,0.0019588323140686207
0.36897767543792725,0.3974539577960968,9.787185015738942e-05
0.38239373922348024,0.42410763502120974,0.0005689716222696006
0.3675493049621582,0.3910216212272644,0.004232050557620823
0.27433138966560366,0.20886298775672912,0.00021795986802317202
0.2596045911312103,0.1798563128709793,0.00011449468409409747
0.2332671582698822,0.12746453523635864,8.9766848977888e-05
0.2588784694671631,0.1789369660615921,0.00010100991814397275
0.32700315833091737,0.3154900324344635,0.00013410423300229014
0.26736881852149963,0.19654265522956849,0.0001201941043836996
0.2590179967880249,0.1801558381319046,6.992462993366644e-05
0.259429018497467,0.18120370388031007,7.82551383599639e-05
0.24545753002166748,0.1535814017057419,2.557277650339529e-05
0.2645322585105896,0.19139992594718933,0.0006222031998913735
0.21094128986199698,0.08503795166810353,0.00011163481879824151
0.22315443456172943,0.109584601521492,0.0002480316045694053
0.23900413990020752,0.14152746438980102,0.000315679635386914
0.23667234420776367,0.13727838754653932,0.00017485640826635064
0.23988133370876313,0.14387013852596284,0.00019422978861257433
0.2283841413259506,0.11978181600570678,0.0015167822130024433
0.2310142135620117,0.12622641682624816,0.0005777407228015363
0.2263495135307312,0.11661841869354247,0.0010711854556575418
0.22806735694408417,0.12042600631713868,0.0009679537243209779
0.3311862301826477,0.32749244928359983,0.000359371486119926
0.28287160634994507,0.22947472214698791,0.0019842977775260807
0.21226962745189668,0.08990317761898041,0.0005844356445595622
0.20746021687984467,0.08074048548936844,0.0003951851045712829
0.2353979778289795,0.13681141376495362,0.0005159293045289815
0.247585289478302,0.16074578881263732,0.0011991662345826625
0.2502234172821045,0.16210349917411804,0.005302185118198395
0.2335162079334259,0.1338242071866989,0.0004253089311532676
0.21132777750492096,0.08996272832155228,0.00019717224407941102
0.20908499121665955,0.0840697818994522,0.001911348942667246
0.2251669269800186,0.11809839367866516,0.00032289438182488085
0.2312665367126465,0.1276841276884079,0.0031740954983979462
0.24673765540122986,0.14877292215824128,0.01330427085980773
0.24770581603050232,0.16332210302352906,0.0009647482307627797
0.20926979184150696,0.08733925223350525,0.000290934054646641
0.21207581877708434,0.09299193978309632,0.0005482748663052917
0.19846546611724755,0.06629865024334346,0.00018698822159188776
0.21083311557769777,0.09126968085765838,0.0002545317122712731
0.19151656329631805,0.05304057151079178,5.32267804373987e-05
0.30120554089546203,0.27047969043254855,0.0022910353541374206
0.19173094075779581,0.053561650736387384,0.0005494351322805985
0.2297161877155304,0.12996595442295075,0.0004018255777191371
0.25616213500499724,0.18210320949554443,0.0014217449072748422
0.21712113559246063,0.1048104190826416,0.00091419892385602
0.20369200348854066,0.07833265870809555,0.0008004526793956757
0.18293073773384094,0.03720208629965782,0.0006225420511327684
0.2712303650379181,0.21261699318885804,0.002023178326198831
0.1875433510541916,0.0471467025578022,0.0004924801457673311
0.2189151257276535,0.11003629893064498,0.0007039181469008326
0.22576783001422882,0.12429608732461929,0.00041532262461259963
0.20662980973720552,0.07979415506124496,0.006925939507782459
0.19697961449623108,0.06648025766015053,0.0012729855440557004
0.24015417098999023,0.15116404354572296,0.0032067716866731643
0.19964578568935396,0.07316720843315125,0.00050187015614938
0.25196736216545107,0.17693098723888398,0.001609171014279127
0.26447007536888123,0.2030940705537796,0.0007364147726912052
0.23057832896709443,0.13492730736732483,0.00141055922023952
0.18526579439640045,0.04179640859365463,0.004168340004980564
0.269448333978653,0.21416984349489213,0.00040108206565491855
0.2598988139629364,0.19432953119277954,0.0014183586835861206
0.2563836216926575,0.18807637333869934,0.0009486949117854238
0.2224789661169052,0.12103756487369538,0.00044565972639247774
0.2205662989616394,0.1118027514219284,0.006180274542421102
0.2202723354101181,0.11679895520210266,0.0009084508288651705
0.2193870049715042,0.11372462153434754,0.002457648743875325
0.1963349986076355,0.06441526830196381,0.005989372152835131
0.25776726722717286,0.1857721424102783,0.007819632440805436
0.19652681549390158,0.07020180920759837,0.0012260213212963815
0.19662649295431503,0.07034053685183221,0.0016196045994837868
0.2257188904285431,0.12910814166069032,0.0013645453099161388
0.21949788808822632,0.11657385349273681,0.001753338696435094
0.24693031787872313,0.1728016197681427,0.0006595125840976834
0.20820616006851198,0.09445596933364868,0.0018669420201331377
0.2722575712848354,0.22033269985302076,0.0042179582288136355
0.20081996066229685,0.08140091537212839,0.0005559291760674773
0.26883455872535705,0.2179316586256027,0.00036215616506524384
0.2012067496776581,0.08240705847740173,0.0009333260543644428
0.187699603892508,0.05269648808808554,0.003866739482397125
0.2744607603549957,0.2285028052330017,0.001865614391863346
0.28075281977653505,0.24055818498134612,0.0026284440793097018
0.23813170433044434,0.1564202916622162,0.001730619054287672
0.22357429206371307,0.12626250565052033,0.0030496478639543056
0.1857116550207138,0.053345310986042026,0.000544393848394975
0.19217624068260192,0.06638584896922112,0.000743513903580606
0.2126564437150955,0.10509851038455963,0.0032887180894613267
0.21590568721294404,0.11457910537719726,0.0005967003456316889
0.21156655132770538,0.10371795177459717,0.0031277951039373874
0.19631192624568938,0.07591252684593201,0.0007361847977153957
0.20027723729610444,0.08442178130149841,0.00045248899376019834
0.19039761602878572,0.06523229241371155,0.0002347715327050537
0.19701347649097442,0.07858571916818619,0.0003856713348068297
0.20670366108417512,0.09826100558042526,0.0003851810621563345
0.22434453368186952,0.13384443163871765,0.0003809522395022213
0.21061668753623963,0.10687891840934753,0.00015039953286759554
0.18384438812732695,0.0533343631029129,0.00047349572647362946
0.2035808140039444,0.09325872838497162,0.0002834481390891597
0.20947466015815736,0.1055591121315956,0.00010006353724747896
0.2345516264438629,0.15508133709430694,0.0009980371478013695
0.22237960636615753,0.13041433423757554,0.0015897762193344534
0.18742148107603976,0.061624916760545025,0.0005240724332045494
0.2468296605348587,0.18009229242801666,0.0011626522056758404
0.22155645310878755,0.12998447239398955,0.0010493038967251777
0.23696390509605408,0.16032211005687713,0.0017692223750054837
0.18330293893814087,0.05440522614452574,0.0007400220906775859
0.20493823707103728,0.09797429531812668,0.0007218949589878321
0.18030504882335663,0.0495201013982296,0.0001100699882954359
0.19006536841392518,0.06743484497070312,0.002018308322876692
0.1800069659948349,0.044040497392416,0.005528724752366543
0.21908779084682464,0.12670566111803055,0.0012796678952872753
0.20824768602848054,0.10407417804002762,0.002450738521292806
0.18137145936489105,0.052404919266700746,0.0007237290649209172
0.20955350875854492,0.10619623988866805,0.0036208194494247435
0.24816766858100892,0.18601044178009032,0.0013345811376348138
